sample_name,delta_rho,needle_diameter,tip_position,roi_window,scale,ds,de,dist_error,s,h_bar,gamma,gamma_err,r0,Bo,Wo,Volume,last_updated
water_in_hexadecane_6b.jpg,224,0.000718,70,"(147, 10, 530, 470)",76681.25746120175,0.0022481693912515133,0.003990544888427608,2.6081992734820967e-05,0.563374038911603,1.419481301582115,0.049654975370639946,0.0018236696869581505,0.001973623132637469,0.17231948053912788,0.7224496027472501,3.6836295688837485e-08,2025-02-25 17:06:34
water_in_hexadecane_6c.jpg,224,0.000718,70,"(147, 10, 530, 470)",76681.25746120175,0.0022472204379869573,0.003990544888427608,2.6081992734820967e-05,0.5631362384880798,1.421044639576246,0.049709662607103036,0.001826166524183809,0.0019638323069549875,0.1704263249660656,0.7217212394822018,3.683968641897646e-08,2025-02-25 17:06:37
water_in_hexadecane_7a.jpg,224,0.000718,70,"(147, 10, 530, 470)",75527.25825706327,0.002274907731338633,0.0040515173867228665,2.648050579557429e-05,0.5614952409666759,1.4318961344534675,0.05163160487836783,0.001900294199717558,0.0019919052141220105,0.16880698231316701,0.7298751584680951,3.869633464100254e-08,2025-02-25 17:06:43
water_in_hexadecane_7b.jpg,224,0.000718,70,"(147, 10, 530, 470)",76064.46478312774,0.0023896954233092126,0.004128077426105153,2.629348679047868e-05,0.5788882272888699,1.3222734345691673,0.04949777022326418,0.0017412924219132315,0.0020375248165542094,0.1842420989996992,0.81012108337526,4.117571915753215e-08,2025-02-25 17:06:49
water_in_hexadecane_7c.jpg,224,0.000718,70,"(147, 10, 530, 470)",75527.25825706327,0.0024110837707172292,0.004157439409905163,2.648050579557429e-05,0.5799444160202997,1.3159828450969417,0.049965562274500844,0.0017558498243246145,0.00204784022872961,0.18436991496330724,0.8196538345438761,4.2053958033651925e-08,2025-02-25 17:06:57
water_in_hexadecane_8a.jpg,224,0.000718,70,"(147, 10, 530, 470)",75328.2928770394,0.00233137190227072,0.004088769149498151,2.6550449022715262e-05,0.5701891735699652,1.3756411524042123,0.05051949905147974,0.0018293072797323738,0.0020184950485068504,0.17715974040697105,0.770690696610443,3.9980182747280494e-08,2025-02-25 17:07:10
water_in_hexadecane_8b.jpg,224,0.000718,70,"(147, 10, 530, 470)",75368.08595304417,0.0023554568465553177,0.0040866103484688485,2.6536430834213308e-05,0.5763840067203493,1.3373492023535944,0.04906140461360484,0.0017648556016984873,0.0020272210080811183,0.18400554576003533,0.7927754742826847,3.993887310920411e-08,2025-02-25 17:07:13
water_in_hexadecane_8c.jpg,224,0.000718,70,"(147, 10, 530, 470)",75328.2928770394,0.0023666977257880933,0.004088769149498151,2.6550449022715262e-05,0.5788288942843786,1.322628003713818,0.048572626707409756,0.001742854797942722,0.0020120741575788076,0.18309018789760007,0.8014950197885196,3.99758807602275e-08,2025-02-25 17:07:16
water_in_hexadecane_9a.jpg,224,0.000718,70,"(147, 10, 530, 470)",75348.18941504178,0.00231584603714161,0.004087689463955638,2.6543438077634013e-05,0.5665415774760386,1.3988758259792653,0.05134564932284661,0.0018666489047358666,0.002003451595903357,0.17172074023547124,0.7559198474097969,3.985520264954216e-08,2025-02-25 17:07:24
water_in_hexadecane_9b.jpg,224,0.000718,70,"(147, 10, 530, 470)",75368.08595304417,0.0023458370056149693,0.004086610348468849,2.6536430834213308e-05,0.5740300164643531,1.3517301604125889,0.04958897811559067,0.001788250465262346,0.002016222174824151,0.1800778549747265,0.7823738171744602,3.9838693723369586e-08,2025-02-25 17:07:27
water_in_hexadecane_9c.jpg,224,0.000718,70,"(147, 10, 530, 470)",75368.08595304417,0.0023511561513392793,0.0040866103484688485,2.6536430834213308e-05,0.5753316198154784,1.3437530777661828,0.049296334370290074,0.0017752606157051504,0.0020018126980985117,0.17856689489665348,0.7870338722056476,3.983948113708058e-08,2025-02-25 17:10:46
water_in_hexadecane_10a.jpg,224,0.000718,70,"(147, 10, 530, 470)",75368.08595304417,0.0023511561513392793,0.0040866103484688485,2.6536430834213308e-05,0.5753316198154784,1.3437530777661828,0.049296334370290074,0.0017752606157051504,0.0020018126980985117,0.17856689489665348,0.7870338722056476,3.983948113708058e-08,2025-02-25 17:10:10
